ticker,date,filing_count,form_10k_count,form_10q_count,form_8k_count,filing_count_30d,filing_count_90d,form_8k_count_30d,form_10q_count_180d,form_10k_count_365d,days_since_last_filing,days_since_last_8k
AAPL,2015-06-15,0,0,0,0,2.0,2.0,2.0,0.0,0.0,5.0,5.0
AAPL,2015-06-16,0,0,0,0,2.0,2.0,2.0,0.0,0.0,6.0,6.0
AAPL,2015-06-17,0,0,0,0,2.0,2.0,2.0,0.0,0.0,7.0,7.0
AAPL,2015-06-18,0,0,0,0,2.0,2.0,2.0,0.0,0.0,8.0,8.0
AAPL,2015-06-19,0,0,0,0,2.0,2.0,2.0,0.0,0.0,9.0,9.0
AAPL,2015-06-22,0,0,0,0,2.0,2.0,2.0,0.0,0.0,12.0,12.0
AAPL,2015-06-23,0,0,0,0,2.0,2.0,2.0,0.0,0.0,13.0,13.0
AAPL,2015-06-24,0,0,0,0,2.0,2.0,2.0,0.0,0.0,14.0,14.0
AAPL,2015-06-25,0,0,0,0,1.0,2.0,1.0,0.0,0.0,15.0,15.0
AAPL,2015-06-26,0,0,0,0,1.0,2.0,1.0,0.0,0.0,16.0,16.0
AAPL,2015-06-29,0,0,0,0,1.0,2.0,1.0,0.0,0.0,19.0,19.0
AAPL,2015-06-30,0,0,0,0,1.0,2.0,1.0,0.0,0.0,20.0,20.0
AAPL,2015-07-01,0,0,0,0,1.0,2.0,1.0,0.0,0.0,21.0,21.0
AAPL,2015-07-02,0,0,0,0,1.0,2.0,1.0,0.0,0.0,22.0,22.0
AAPL,2015-07-06,0,0,0,0,1.0,2.0,1.0,0.0,0.0,26.0,26.0
AAPL,2015-07-07,0,0,0,0,1.0,2.0,1.0,0.0,0.0,27.0,27.0
AAPL,2015-07-08,0,0,0,0,1.0,2.0,1.0,0.0,0.0,28.0,28.0
AAPL,2015-07-09,0,0,0,0,1.0,2.0,1.0,0.0,0.0,29.0,29.0
AAPL,2015-07-10,0,0,0,0,1.0,2.0,1.0,0.0,0.0,30.0,30.0
AAPL,2015-07-13,0,0,0,0,1.0,2.0,1.0,0.0,0.0,33.0,33.0
AAPL,2015-07-14,0,0,0,0,1.0,2.0,1.0,0.0,0.0,34.0,34.0
AAPL,2015-07-15,0,0,0,0,1.0,2.0,1.0,0.0,0.0,35.0,35.0
AAPL,2015-07-16,0,0,0,0,1.0,2.0,1.0,0.0,0.0,36.0,36.0
AAPL,2015-07-17,0,0,0,0,1.0,2.0,1.0,0.0,0.0,37.0,37.0
AAPL,2015-07-20,0,0,0,0,1.0,2.0,1.0,0.0,0.0,40.0,40.0
AAPL,2015-07-21,1,0,0,1,2.0,3.0,2.0,0.0,0.0,0.0,0.0
AAPL,2015-07-22,1,0,1,0,3.0,4.0,2.0,1.0,0.0,0.0,1.0
AAPL,2015-07-23,0,0,0,0,2.0,4.0,1.0,1.0,0.0,1.0,2.0
