ticker,date,open,high,low,close,volume,source,collected_at
INTC,2022-01-13,51.9335,52.1324,50.7977,50.955,31920670.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-01-14,50.8711,51.7246,50.5755,51.6595,32509567.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-01-18,51.298,51.6132,50.7139,50.7882,38095813.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-01-19,50.6678,50.8711,49.6749,49.7313,32987839.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-01-20,49.9537,50.1619,48.1726,48.2658,30817941.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-01-21,48.3026,49.2755,48.1821,48.2658,49998978.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-01-24,47.7459,48.3478,46.2623,48.1726,69300226.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-01-25,47.3098,47.8759,46.6053,47.3004,47543887.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-01-26,47.421,48.8959,47.0686,47.9408,59188550.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-01-27,46.3544,46.4291,44.3145,44.5649,96653386.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-01-28,44.2494,44.7044,42.942,44.2675,66789920.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-01-31,44.222,45.3261,43.8738,45.279,55881749.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-02-01,45.2366,45.473,44.8524,45.3994,38153469.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-02-02,44.7449,45.9835,44.6018,45.9194,40931572.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-02-03,45.6782,46.0804,44.7496,44.7779,45441898.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-02-04,44.727,45.0821,44.0442,44.8664,34703477.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-02-07,44.9795,45.474,44.8203,45.0257,29489073.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-02-08,44.8391,45.7358,44.7637,45.6143,30016305.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-02-09,46.1005,46.6985,45.6285,46.6429,37684442.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-02-10,45.96,46.6636,45.5681,45.6615,35057867.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-02-11,45.7453,45.895,44.3898,44.5114,39814843.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-02-14,44.7827,45.0229,44.0262,44.4651,30450471.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-02-15,44.5772,45.2875,44.1005,45.2687,38369516.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-02-16,44.9134,45.3157,44.484,45.0727,27845974.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-02-17,44.727,45.1009,44.2777,44.4557,34274524.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-02-18,43.1664,43.1852,41.596,42.0915,81880707.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-02-22,41.7646,42.4326,40.979,41.7646,61092979.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-02-23,42.213,42.7179,41.6347,41.727,40851201.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-02-24,41.0262,43.7267,40.7691,43.6617,77835844.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-02-25,43.8576,44.661,43.2218,44.5867,42017127.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-02-28,43.9226,44.6893,43.7832,44.5772,44884642.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-03-01,44.4276,44.7637,43.1945,43.7551,57625640.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-03-02,44.4087,45.7828,44.3719,45.6707,50224639.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-03-03,45.0257,45.3712,44.5057,44.7919,38939169.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-03-04,44.2684,45.1046,44.2684,44.9229,41009842.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-03-07,44.8625,45.3618,44.484,44.5583,46883112.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-03-08,44.5679,45.5306,43.8198,44.3898,47953380.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-03-09,45.2403,45.2875,43.8152,44.5114,38603788.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-03-10,44.1939,44.2128,43.1333,43.6053,39009869.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-03-11,44.063,44.1798,42.7689,42.8298,28979316.0,stooq,2026-05-21 19:51:15.904771+00:00
INTC,2022-03-14,42.8951,42.9695,41.4002,41.4933,38515444.0,stooq,2026-05-21 19:51:15.904771+00:00
