ticker,cik,accession_number,filing_date,report_date,form_type,source,collected_at
INTC,50863,0000050863-15-000089,2015-12-21,2015-12-20,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0001193125-15-414642,2015-12-28,2015-12-28,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0000050863-16-000100,2016-01-14,2016-01-14,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0000050863-16-000102,2016-01-26,2016-01-21,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0000050863-16-000105,2016-02-12,2015-12-26,10-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0000050863-16-000112,2016-02-18,2016-02-12,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0000050863-16-000115,2016-04-05,2016-04-05,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0000050863-16-000122,2016-04-19,2016-04-19,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0000050863-16-000125,2016-05-02,2016-04-02,10-Q,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0001104659-16-121995,2016-05-19,2016-05-19,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0000050863-16-000127,2016-05-24,2016-05-19,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0000050863-16-000135,2016-07-12,2016-07-07,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0000050863-16-000138,2016-07-20,2016-07-20,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0000050863-16-000142,2016-08-01,2016-07-02,10-Q,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0001193125-16-703635,2016-09-08,2016-09-07,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0000050863-16-000147,2016-09-16,2016-09-16,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0001193125-16-713426,2016-09-19,2016-09-19,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0000050863-16-000150,2016-10-18,2016-10-18,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0000050863-16-000153,2016-10-31,2016-10-01,10-Q,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0000050863-16-000167,2016-12-16,2016-12-16,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0000050863-17-000003,2017-01-26,2017-01-26,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0000050863-17-000008,2017-01-27,2017-01-27,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0001193125-17-036212,2017-02-09,2017-02-09,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0000050863-17-000012,2017-02-17,2016-12-31,10-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0001193125-17-071591,2017-03-06,2017-03-02,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0001193125-17-080542,2017-03-13,2017-03-12,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0001193125-17-079586,2017-03-13,2017-03-12,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0001193125-17-092965,2017-03-23,2017-03-21,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0000050863-17-000022,2017-03-24,2017-03-22,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0001193125-17-109298,2017-04-04,2017-04-04,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0000050863-17-000029,2017-04-27,2017-04-01,10-Q,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0000050863-17-000028,2017-04-27,2017-04-27,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0001193125-17-155605,2017-05-03,2017-05-03,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0001193125-17-167265,2017-05-11,2017-05-11,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0001193125-17-181646,2017-05-24,2017-05-18,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0001193125-17-206127,2017-06-16,2017-06-15,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
INTC,50863,0001193125-17-205990,2017-06-16,2017-06-16,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
