ticker,cik,accession_number,filing_date,report_date,form_type,source,collected_at
AMD,2488,0001193125-04-168381,2004-10-07,2004-10-07,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-04-170897,2004-10-13,2004-10-13,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-04-172256,2004-10-15,2004-10-15,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-04-175594,2004-10-21,2004-10-19,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-04-176362,2004-10-22,2004-10-22,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-04-183871,2004-11-02,2004-10-27,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-04-186500,2004-11-04,2004-09-26,10-Q,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-04-189660,2004-11-08,2004-11-03,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-04-199053,2004-11-17,2004-11-15,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-05-004693,2005-01-11,2005-01-05,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-05-007687,2005-01-18,2005-01-18,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-05-025081,2005-02-10,2005-02-04,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-05-039876,2005-03-01,2004-12-26,10-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-05-040241,2005-03-02,2005-03-01,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-05-066983,2005-03-31,2005-03-25,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-05-075683,2005-04-13,2005-04-13,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-05-075646,2005-04-13,2005-04-13,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-05-095827,2005-05-04,2005-04-28,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-05-099350,2005-05-06,2005-03-27,10-Q,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-05-126527,2005-06-16,2005-06-10,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-05-133207,2005-06-28,2005-06-27,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-05-141621,2005-07-13,2005-07-13,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-05-154965,2005-08-02,2005-07-27,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-05-157905,2005-08-04,2005-06-26,10-Q,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-05-190657,2005-09-23,2005-09-19,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-05-199587,2005-10-11,2005-10-11,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-05-201830,2005-10-14,2005-10-12,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-05-205879,2005-10-21,2005-10-21,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-05-209954,2005-10-27,2005-10-27,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-05-212861,2005-11-01,2005-10-27,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-05-215504,2005-11-03,2005-09-25,10-Q,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-05-246713,2005-12-21,2005-12-15,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-06-005587,2006-01-12,2006-01-12,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-06-008025,2006-01-18,2006-01-18,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-06-009989,2006-01-23,2006-01-23,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-06-009727,2006-01-23,2006-01-23,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-06-013986,2006-01-27,2006-01-27,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-06-032729,2006-02-15,2006-02-09,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-06-040130,2006-02-27,2005-12-25,10-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-06-043959,2006-03-02,2006-02-24,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-06-060776,2006-03-22,2006-03-16,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-06-078788,2006-04-12,2006-04-12,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-06-100731,2006-05-05,2006-03-26,10-Q,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-06-105987,2006-05-10,2006-05-04,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-06-150201,2006-07-20,2006-07-20,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-06-151361,2006-07-24,2006-07-23,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-06-156973,2006-07-31,2006-07-25,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-06-169620,2006-08-11,2006-07-02,10-Q,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-06-191828,2006-09-15,2006-09-15,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-06-202578,2006-10-04,2006-09-28,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-06-210168,2006-10-18,2006-10-18,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-06-211032,2006-10-19,2006-10-13,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-06-217735,2006-10-30,2006-10-24,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-06-230604,2006-11-09,2006-10-01,10-Q,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-06-239966,2006-11-21,2006-11-15,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-06-245126,2006-12-01,2006-11-29,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-06-253199,2006-12-14,2006-12-14,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-06-257028,2006-12-20,2006-12-16,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-06-260492,2006-12-27,2006-12-22,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-06-261004,2006-12-28,2006-12-27,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-07-010956,2007-01-23,2007-01-23,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-07-031520,2007-02-14,2007-02-08,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-07-044191,2007-03-01,2006-12-31,10-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-07-077064,2007-04-09,2007-04-09,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-07-085240,2007-04-19,2007-04-19,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-07-087794,2007-04-23,2007-04-23,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-07-088325,2007-04-24,2007-04-24,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-07-095893,2007-04-30,2007-04-24,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-07-108224,2007-05-09,2007-03-31,10-Q,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-07-106389,2007-05-09,2007-05-03,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-07-126082,2007-05-31,2007-05-24,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-07-139257,2007-06-20,2007-06-14,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-07-158181,2007-07-19,2007-07-19,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-07-172819,2007-08-07,2007-06-30,10-Q,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-07-177296,2007-08-09,2007-08-08,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-07-182838,2007-08-14,2007-08-14,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-07-187707,2007-08-23,2007-08-22,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-07-221279,2007-10-18,2007-10-18,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-07-235830,2007-11-06,2007-11-01,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-07-238299,2007-11-07,2007-09-29,10-Q,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-07-249362,2007-11-16,2007-11-15,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-07-263283,2007-12-12,2007-12-06,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-07-264822,2007-12-13,2007-12-12,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-08-008082,2008-01-17,2008-01-17,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-08-038588,2008-02-26,2007-12-29,10-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-08-072480,2008-04-01,2008-04-01,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-08-076332,2008-04-07,2008-04-07,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-08-083680,2008-04-17,2008-04-17,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-08-105559,2008-05-07,2008-03-29,10-Q,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-08-111568,2008-05-12,2008-05-09,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-08-149499,2008-07-11,2008-07-09,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-08-152848,2008-07-17,2008-07-17,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-08-153147,2008-07-18,2008-07-17,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-08-168449,2008-08-06,2008-06-28,10-Q,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-08-182330,2008-08-21,2008-08-15,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-08-187160,2008-08-29,2008-08-25,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-08-201403,2008-09-25,2008-09-16,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-08-207049,2008-10-07,2008-10-07,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-08-209112,2008-10-10,2008-10-06,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-08-211653,2008-10-16,2008-10-16,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-08-215269,2008-10-23,2008-10-23,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-08-218819,2008-10-29,2008-10-27,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-08-228082,2008-11-06,2008-09-27,10-Q,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-08-232788,2008-11-12,2008-11-06,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-08-247635,2008-12-04,2008-12-03,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-08-249520,2008-12-08,2008-12-05,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-08-257239,2008-12-19,2008-12-15,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-08-261099,2008-12-29,2008-12-19,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-09-003760,2009-01-09,2009-01-09,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-09-008914,2009-01-21,2009-01-16,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-09-009751,2009-01-22,2009-01-20,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-09-036235,2009-02-24,2008-12-27,10-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-09-046101,2009-03-05,2009-03-02,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-09-054552,2009-03-16,2009-03-11,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-09-083507,2009-04-21,2009-04-21,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-09-101683,2009-05-06,2009-03-28,10-Q,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-09-145026,2009-07-07,2009-07-03,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-09-152273,2009-07-21,2009-07-21,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-09-162237,2009-08-03,2009-07-30,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-09-165410,2009-08-05,2009-06-27,10-Q,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-09-200901,2009-09-30,2009-09-27,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-09-205522,2009-10-08,2009-10-08,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-09-208500,2009-10-15,2009-10-15,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-09-223772,2009-11-04,2009-09-26,10-Q,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-09-236705,2009-11-17,2009-11-11,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-09-237112,2009-11-18,2009-11-16,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-09-239227,2009-11-20,2009-11-16,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-09-240302,2009-11-23,2009-11-23,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-09-245120,2009-12-01,2009-11-30,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-10-009806,2010-01-21,2010-01-21,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-10-016711,2010-01-29,2010-01-27,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-10-035218,2010-02-19,2009-12-26,10-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-10-079621,2010-04-08,2010-04-07,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-10-084392,2010-04-15,2010-04-15,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-10-106750,2010-05-04,2010-03-27,10-Q,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-10-106098,2010-05-04,2010-04-29,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-10-125068,2010-05-20,2010-05-14,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-10-151040,2010-06-30,2010-06-29,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-10-159512,2010-07-15,2010-07-15,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-10-166111,2010-07-26,2010-07-26,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-10-165487,2010-07-26,2010-07-26,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-10-177386,2010-08-04,2010-06-26,10-Q,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-10-176954,2010-08-04,2010-08-04,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-10-229536,2010-10-14,2010-10-14,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-10-246357,2010-11-03,2010-09-25,10-Q,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-10-288151,2010-12-27,2010-12-27,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-11-005156,2011-01-10,2011-01-10,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-11-011350,2011-01-21,2011-01-20,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-11-027405,2011-02-08,2011-02-02,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-11-028302,2011-02-09,2011-02-08,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-11-035286,2011-02-14,2011-02-11,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-11-040392,2011-02-18,2010-12-25,10-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-11-047575,2011-02-25,2011-02-18,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-11-052321,2011-03-01,2011-02-24,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-11-087659,2011-04-04,2011-04-02,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-11-093556,2011-04-11,2011-04-11,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-11-105247,2011-04-21,2011-04-21,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-11-131958,2011-05-09,2011-05-03,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-11-134452,2011-05-10,2011-04-02,10-Q,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-11-193677,2011-07-21,2011-07-21,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-11-218202,2011-08-10,2011-07-02,10-Q,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-11-231889,2011-08-25,2011-08-25,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-11-254438,2011-09-22,2011-09-17,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-11-284179,2011-10-27,2011-10-27,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-11-295247,2011-11-03,2011-11-03,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-11-304833,2011-11-09,2011-10-01,10-Q,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-12-021861,2012-01-24,2012-01-24,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-12-043935,2012-02-07,2012-02-07,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-12-065409,2012-02-16,2012-02-10,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-12-075837,2012-02-24,2011-12-31,10-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-12-095406,2012-03-05,2012-03-04,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-12-170747,2012-04-19,2012-04-19,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-12-222047,2012-05-09,2012-03-31,10-Q,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-12-228521,2012-05-11,2012-05-10,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-12-234786,2012-05-15,2012-05-09,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-12-307538,2012-07-19,2012-07-19,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-12-332074,2012-08-02,2012-06-30,10-Q,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-12-336367,2012-08-06,2012-08-06,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-12-338269,2012-08-07,2012-08-06,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-12-357533,2012-08-15,2012-08-15,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-12-373058,2012-08-29,2012-08-28,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-12-394038,2012-09-17,2012-09-17,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-12-421061,2012-10-11,2012-10-11,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-12-427251,2012-10-18,2012-10-18,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-12-446647,2012-11-01,2012-09-29,10-Q,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-12-459230,2012-11-08,2012-11-07,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-12-493884,2012-12-06,2012-12-06,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-12-517952,2012-12-28,2012-12-22,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-13-001042,2013-01-02,2013-01-02,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-13-019330,2013-01-22,2013-01-22,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-13-052006,2013-02-12,2013-02-06,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-13-069422,2013-02-21,2012-12-29,10-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-13-077035,2013-02-26,2013-02-22,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-13-102285,2013-03-12,2013-03-11,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-13-126831,2013-03-26,2013-03-26,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-13-160817,2013-04-18,2013-04-18,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-13-201635,2013-05-06,2013-03-31,10-Q,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-13-231461,2013-05-22,2013-05-16,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-13-256167,2013-06-12,2013-06-07,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-13-294361,2013-07-18,2013-07-18,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-13-295631,2013-07-19,2013-07-16,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-13-315281,2013-08-01,2013-06-29,10-Q,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-13-402500,2013-10-17,2013-10-17,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-13-418892,2013-10-30,2013-09-28,10-Q,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-13-436767,2013-11-12,2013-11-12,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-14-016032,2014-01-21,2014-01-21,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-14-045586,2014-02-11,2014-02-05,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-14-057240,2014-02-18,2013-12-28,10-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-14-059941,2014-02-20,2014-02-20,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-14-061268,2014-02-21,2014-02-20,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-14-069925,2014-02-26,2014-02-26,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-14-091714,2014-03-10,2014-03-07,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-14-108119,2014-03-20,2014-03-19,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-14-107296,2014-03-20,2014-03-20,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-14-126113,2014-04-01,2014-03-30,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-14-147719,2014-04-17,2014-04-17,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-14-177314,2014-05-01,2014-03-29,10-Q,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-14-197165,2014-05-13,2014-05-08,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-14-221063,2014-06-02,2014-06-02,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-14-222915,2014-06-03,2014-06-02,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-14-234226,2014-06-12,2014-06-09,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-14-237844,2014-06-16,2014-06-16,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-14-244560,2014-06-23,2014-06-20,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
AMD,2488,0001193125-14-271677,2014-07-17,2014-07-17,8-K,sec_edgar,2026-08-06 23:15:34.711786+00:00
